Index,WinningFaction
15746,EmiratesofHacan
15756,YinBrotherhood
15768,XxchaKingdom
15770,Arborec
15772,Winnu
15773,ClanofSaar
15797,Empyrean
15813,ArgentFlight
15818,Winnu
15833,EmbersofMuaat
15837,Empyrean
15844,UniversitiesofJolNar
15851,ClanofSaar
15859,TitansofUl
15861,TitansofUl
15916,Nomad
15924,YssarilTribes
15931,NaazRokhaAlliance
15976,UniversitiesofJolNar
15991,FederationofSol
15992,YssarilTribes
16007,L1Z1XMindnet
16027,Empyrean
16040,UniversitiesofJolNar
16043,ClanofSaar
16052,MahactGeneSorcerers
16067,TitansofUl
16068,TitansofUl
16070,L1Z1XMindnet
16072,NaaluCollective
16078,GhostsofCreuss
16093,Vuil'raithCabal
16105,NaazRokhaAlliance
16108,Vuil'raithCabal
16109,Vuil'raithCabal
16114,EmbersofMuaat
16160,Nomad
16195,NaazRokhaAlliance
16197,UniversitiesofJolNar
16203,TitansofUl
16204,GhostsofCreuss
16209,ClanofSaar
16238,TitansofUl
16242,TitansofUl
16249,Nomad
16294,EmbersofMuaat
16326,MentakCoalition
16351,FederationofSol
16357,ClanofSaar
16366,MahactGeneSorcerers
16367,TitansofUl
16375,XxchaKingdom
16377,Empyrean
16382,Winnu
16391,BaronyofLetnev
16400,ClanofSaar
16414,EmbersofMuaat
16415,Vuil'raithCabal
16423,Vuil'raithCabal
16424,NaazRokhaAlliance
16434,Vuil'raithCabal
16438,Winnu
16449,SardakkN'orr
16454,FederationofSol
16455,FederationofSol
16456,SardakkN'orr
16467,TitansofUl
16482,NaazRokhaAlliance
16492,Nomad
16500,Winnu
16508,Nomad
16512,FederationofSol
16523,ArgentFlight
16531,GhostsofCreuss
16539,ArgentFlight
16541,NaazRokhaAlliance
16563,YinBrotherhood
16569,Winnu
16576,EmbersofMuaat
16590,Vuil'raithCabal
16599,Winnu
16606,UniversitiesofJolNar
16619,XxchaKingdom
16636,Arborec
16639,YssarilTribes
16656,MentakCoalition
16659,Nomad
16660,UniversitiesofJolNar
16692,YssarilTribes
16694,BaronyofLetnev
16695,EmiratesofHacan
16702,UniversitiesofJolNar
16705,Nomad
16717,GhostsofCreuss
16718,EmbersofMuaat
16724,FederationofSol
16731,TitansofUl
16733,SardakkN'orr
16746,Arborec
16747,L1Z1XMindnet
16752,ClanofSaar
16757,BaronyofLetnev
16759,BaronyofLetnev
16766,EmiratesofHacan
16784,Empyrean
16794,Empyrean
16819,GhostsofCreuss
16825,MentakCoalition
16832,UniversitiesofJolNar
16839,TitansofUl
16840,FederationofSol
16841,TitansofUl
16845,XxchaKingdom
16868,Nomad
16874,NaazRokhaAlliance
16875,Vuil'raithCabal
16881,EmiratesofHacan
16887,Winnu
16888,BaronyofLetnev
16891,ArgentFlight
16894,MentakCoalition
16895,EmbersofMuaat
16900,BaronyofLetnev
16904,MentakCoalition
16946,Winnu
16957,YssarilTribes
16964,EmbersofMuaat
16984,NaazRokhaAlliance
16986,NaazRokhaAlliance
16987,UniversitiesofJolNar
16989,Empyrean
16994,XxchaKingdom
17006,TitansofUl
17026,Winnu
17028,Vuil'raithCabal
17032,BaronyofLetnev
17035,ArgentFlight
17036,NaazRokhaAlliance
17037,Arborec
17046,TitansofUl
17047,NaaluCollective
17048,Winnu
17058,Vuil'raithCabal
17076,FederationofSol
17083,NaazRokhaAlliance
17088,EmiratesofHacan
17094,Winnu
17096,EmbersofMuaat
17111,ClanofSaar
17126,EmbersofMuaat
17127,YssarilTribes
17130,GhostsofCreuss
17143,Winnu
17154,XxchaKingdom
17186,BaronyofLetnev
17191,UniversitiesofJolNar
17193,EmiratesofHacan
17205,NaazRokhaAlliance
17208,UniversitiesofJolNar
17209,EmbersofMuaat
17210,ClanofSaar
17212,XxchaKingdom
17214,L1Z1XMindnet
17215,EmiratesofHacan
17218,FederationofSol
17225,NaazRokhaAlliance
17229,Winnu
17260,TitansofUl
17263,Arborec
17268,TitansofUl
17276,MahactGeneSorcerers
17279,NaazRokhaAlliance
17282,L1Z1XMindnet
17293,ArgentFlight
17297,XxchaKingdom
17300,TitansofUl
17305,ClanofSaar
17306,Vuil'raithCabal
17309,ClanofSaar
17310,Empyrean
17311,ClanofSaar
17317,YssarilTribes
17336,Nomad
17346,NaaluCollective
17352,ArgentFlight
17360,FederationofSol
17363,FederationofSol
17366,XxchaKingdom
17371,FederationofSol
17377,XxchaKingdom
17383,YssarilTribes
17393,ArgentFlight
17404,ArgentFlight
17428,BaronyofLetnev
17430,L1Z1XMindnet
17445,TitansofUl
17446,MahactGeneSorcerers
17447,MahactGeneSorcerers
17467,NaazRokhaAlliance
17490,Empyrean
17492,FederationofSol
17499,ArgentFlight
17501,Arborec
17504,L1Z1XMindnet
17506,FederationofSol
17512,YinBrotherhood
17519,ArgentFlight
17537,ClanofSaar
17543,MahactGeneSorcerers
17556,GhostsofCreuss
17567,ArgentFlight
17582,ArgentFlight
17586,Winnu
17592,FederationofSol
17595,Winnu
17599,Winnu
17600,EmiratesofHacan
17628,Vuil'raithCabal
17631,NaazRokhaAlliance
17634,UniversitiesofJolNar
17642,UniversitiesofJolNar
17667,L1Z1XMindnet
17703,GhostsofCreuss
17709,YinBrotherhood
17716,FederationofSol
17717,Vuil'raithCabal
17722,Winnu
17724,TitansofUl
17728,YinBrotherhood
17753,TitansofUl
17763,UniversitiesofJolNar
17774,EmbersofMuaat
17776,TitansofUl
17778,Winnu
17780,ClanofSaar
17783,ArgentFlight
17791,NaazRokhaAlliance
17793,EmbersofMuaat
158,YinBrotherhood
243,UniversitiesofJolNar
255,MentakCoalition
497,ClanofSaar
523,BaronyofLetnev
583,BaronyofLetnev
618,Empyrean
750,Nomad
782,Vuil'raithCabal
978,NaaluCollective
1100,TitansofUl
1448,Vuil'raithCabal
1671,Empyrean
2104,ClanofSaar
2249,BaronyofLetnev
2303,YinBrotherhood
2305,L1Z1XMindnet
2520,TitansofUl
2730,Winnu
2792,NaaluCollective
2858,TitansofUl
2931,KeleresMentak
2932,L1Z1XMindnet
3007,NaaluCollective
3059,ClanofSaar
3180,MahactGeneSorcerers
3307,SardakkN'orr
3659,FederationofSol
3740,L1Z1XMindnet
3745,BaronyofLetnev
3763,FederationofSol
3768,EmbersofMuaat
3774,MentakCoalition
3775,ArgentFlight
3797,TitansofUl
3835,EmbersofMuaat
3913,NaazRokhaAlliance
3939,Nomad
4046,Nomad
4083,TitansofUl
4174,FederationofSol
4210,Nomad
4225,FederationofSol
4248,Nomad
4249,FederationofSol
4279,GhostsofCreuss
4286,NaaluCollective
4293,XxchaKingdom
4350,KeleresMentak
4356,Arborec
4360,NaazRokhaAlliance
4365,YinBrotherhood
4367,YinBrotherhood
4456,NaazRokhaAlliance
4505,NaazRokhaAlliance
4509,Winnu
4512,SardakkN'orr
4537,FederationofSol
4550,EmbersofMuaat
4578,YssarilTribes
4638,Empyrean
4692,NaaluCollective
4709,Winnu
4761,NaazRokhaAlliance
4802,MentakCoalition
4804,UniversitiesofJolNar
4825,MentakCoalition
4848,XxchaKingdom
4903,FederationofSol
4904,NaazRokhaAlliance
5026,FederationofSol
5088,BaronyofLetnev
5111,NaazRokhaAlliance
5160,FederationofSol
5223,BaronyofLetnev
5248,XxchaKingdom
5352,Arborec
5452,YinBrotherhood
5453,FederationofSol
5460,EmbersofMuaat
5470,NekroVirus
5569,NaazRokhaAlliance
5612,SardakkN'orr
5750,L1Z1XMindnet
5773,EmiratesofHacan
5818,Vuil'raithCabal
5835,GhostsofCreuss
5855,Empyrean
6055,Vuil'raithCabal
6103,EmiratesofHacan
6118,NaaluCollective
6127,YinBrotherhood
6131,EmiratesofHacan
6147,FederationofSol
6167,ArgentFlight
6199,L1Z1XMindnet
6210,Vuil'raithCabal
6246,L1Z1XMindnet
6269,MahactGeneSorcerers
6341,Arborec
6378,NaazRokhaAlliance
6402,ClanofSaar
6513,YssarilTribes
6536,MentakCoalition
6537,Empyrean
6547,NaaluCollective
6559,SardakkN'orr
6561,Arborec
6637,SardakkN'orr
6651,YinBrotherhood
6657,Empyrean
6720,Winnu
6742,ClanofSaar
6744,Vuil'raithCabal
6746,ArgentFlight
6758,ClanofSaar
6760,FederationofSol
6781,EmbersofMuaat
6788,FederationofSol
6808,ClanofSaar
6821,TitansofUl
6835,NaaluCollective
6892,NaaluCollective
6895,YssarilTribes
7027,ClanofSaar
7043,Arborec
7068,UniversitiesofJolNar
7129,MahactGeneSorcerers
7229,EmbersofMuaat
7233,TitansofUl
7286,GhostsofCreuss
7319,YinBrotherhood
7347,UniversitiesofJolNar
7360,ClanofSaar
7426,EmiratesofHacan
7493,FederationofSol
7524,TitansofUl
7534,MahactGeneSorcerers
7537,NekroVirus
7584,UniversitiesofJolNar
7613,NaazRokhaAlliance
7676,TitansofUl
7677,Winnu
7707,XxchaKingdom
7721,ClanofSaar
7732,Nomad
7750,Vuil'raithCabal
7770,ClanofSaar
7777,MentakCoalition
7788,L1Z1XMindnet
7846,ArgentFlight
7873,UniversitiesofJolNar
8035,YssarilTribes
8095,Vuil'raithCabal
8105,KeleresMentak
8148,Arborec
8155,Empyrean
8186,TitansofUl
8268,KeleresArgent
8289,GhostsofCreuss
8306,Winnu
8308,ClanofSaar
8311,MahactGeneSorcerers
8324,Winnu
8332,Winnu
8398,Vuil'raithCabal
8431,TitansofUl
8436,NaaluCollective
8493,NaaluCollective
8507,Vuil'raithCabal
8569,SardakkN'orr
8589,EmbersofMuaat
8607,ClanofSaar
8618,UniversitiesofJolNar
8625,Arborec
8660,GhostsofCreuss
8688,Vuil'raithCabal
8740,BaronyofLetnev
8787,GhostsofCreuss
8820,ArgentFlight
8863,GhostsofCreuss
8873,MahactGeneSorcerers
8894,NaazRokhaAlliance
8910,EmiratesofHacan
8947,MahactGeneSorcerers
8954,NaazRokhaAlliance
8983,XxchaKingdom
9015,TitansofUl
9038,Winnu
9042,NekroVirus
9067,UniversitiesofJolNar
9097,Empyrean
9099,MahactGeneSorcerers
9158,FederationofSol
9161,Vuil'raithCabal
9211,Vuil'raithCabal
9302,SardakkN'orr
9359,NaazRokhaAlliance
9376,Vuil'raithCabal
9454,YinBrotherhood
9648,Nomad
9675,Nomad
9772,NekroVirus
9931,NaazRokhaAlliance
9987,ClanofSaar
10011,YinBrotherhood
10027,UniversitiesofJolNar
10066,BaronyofLetnev
10154,ClanofSaar
10189,FederationofSol
10251,EmiratesofHacan
10266,YssarilTribes
10308,ClanofSaar
10324,Empyrean
10380,YinBrotherhood
10405,BaronyofLetnev
10416,Empyrean
10418,TitansofUl
10462,Vuil'raithCabal
10511,Nomad
10545,NaaluCollective
10590,ArgentFlight
10605,MahactGeneSorcerers
10630,EmbersofMuaat
10642,Empyrean
10646,L1Z1XMindnet
10658,UniversitiesofJolNar
10711,YssarilTribes
10712,Nomad
10768,NaazRokhaAlliance
10776,UniversitiesofJolNar
10799,EmbersofMuaat
10847,EmbersofMuaat
10848,YinBrotherhood
10859,Vuil'raithCabal
10867,YinBrotherhood
10872,L1Z1XMindnet
10896,FederationofSol
10933,YssarilTribes
10955,TitansofUl
10997,Winnu
11083,EmbersofMuaat
11101,YinBrotherhood
11141,KeleresMentak
11148,YssarilTribes
11152,YinBrotherhood
11209,NaazRokhaAlliance
11229,NaazRokhaAlliance
11238,FederationofSol
11252,SardakkN'orr
11284,NaaluCollective
11305,ClanofSaar
11309,GhostsofCreuss
11389,Vuil'raithCabal
11399,FederationofSol
11438,TitansofUl
11446,Winnu
11483,ArgentFlight
11508,EmiratesofHacan
11510,NaazRokhaAlliance
11543,Vuil'raithCabal
11565,ClanofSaar
11670,Empyrean
11803,Vuil'raithCabal
11879,XxchaKingdom
12018,Nomad
12105,FederationofSol
12106,ClanofSaar
12342,BaronyofLetnev
12365,NekroVirus
12384,Vuil'raithCabal
12408,NaaluCollective
12639,ArgentFlight
12648,NekroVirus
12680,YinBrotherhood
12690,TitansofUl
12732,Arborec
12745,ClanofSaar
12753,NekroVirus
12824,TitansofUl
12862,NaazRokhaAlliance
12867,XxchaKingdom
13254,GhostsofCreuss
13331,SardakkN'orr
11793,Nomad
11807,Empyrean
11887,NaazRokhaAlliance
11985,SardakkN'orr
12002,MahactGeneSorcerers
12003,ClanofSaar
12009,YssarilTribes
12019,Winnu
12024,L1Z1XMindnet
12042,TitansofUl
12111,L1Z1XMindnet
12165,UniversitiesofJolNar
12191,SardakkN'orr
12220,L1Z1XMindnet
12261,EmiratesofHacan
12300,MentakCoalition
12369,TitansofUl
12765,EmiratesofHacan
12796,EmbersofMuaat
12981,EmiratesofHacan
13001,FederationofSol
13003,Arborec
13116,UniversitiesofJolNar
13142,ClanofSaar
13156,SardakkN'orr
13213,Winnu
13219,YinBrotherhood
13224,ClanofSaar
13227,Winnu
13239,NaazRokhaAlliance
13262,EmiratesofHacan
13325,NaazRokhaAlliance
13380,SardakkN'orr
13420,TitansofUl
13446,ArgentFlight
13496,ArgentFlight
13501,YssarilTribes
13511,L1Z1XMindnet
13522,Empyrean
13550,Winnu
13554,Arborec
13557,NaaluCollective
13635,YssarilTribes
13674,EmbersofMuaat
13708,Nomad
13762,UniversitiesofJolNar
13807,YssarilTribes
13851,MentakCoalition
13889,ClanofSaar
13910,FederationofSol
13955,BaronyofLetnev
14013,Winnu
14028,YssarilTribes
14043,FederationofSol
14072,ClanofSaar
14091,Vuil'raithCabal
14161,MahactGeneSorcerers
14242,EmbersofMuaat
14243,XxchaKingdom
14367,L1Z1XMindnet
14375,NaazRokhaAlliance
14408,XxchaKingdom
14528,KeleresXxcha
14553,EmiratesofHacan
14604,YssarilTribes
14690,GhostsofCreuss
14708,Arborec
14709,XxchaKingdom
14712,Nomad
14737,GhostsofCreuss
14763,FederationofSol
14815,YssarilTribes
14823,UniversitiesofJolNar
14824,TitansofUl
14829,BaronyofLetnev
14838,Vuil'raithCabal
14855,Nomad
14903,Winnu
14911,TitansofUl
14918,UniversitiesofJolNar
14922,GhostsofCreuss
14941,XxchaKingdom
14947,FederationofSol
14948,Winnu
14959,XxchaKingdom
14969,BaronyofLetnev
14970,YinBrotherhood
15005,FederationofSol
15021,Nomad
15022,Empyrean
15034,ArgentFlight
15039,YssarilTribes
15040,TitansofUl
15053,TitansofUl
15058,NaazRokhaAlliance
15059,TitansofUl
15106,NaaluCollective
15127,UniversitiesofJolNar
15176,TitansofUl
15261,L1Z1XMindnet
15262,MahactGeneSorcerers
15273,XxchaKingdom
15282,ArgentFlight
15290,Winnu
15297,GhostsofCreuss
15302,TitansofUl
15306,ClanofSaar
15387,MahactGeneSorcerers
15424,L1Z1XMindnet
15477,Arborec
15498,TitansofUl
15526,ArgentFlight
15528,NaazRokhaAlliance
15530,Vuil'raithCabal
15561,MentakCoalition
15570,TitansofUl
15614,NaazRokhaAlliance
15622,NaazRokhaAlliance
15623,FederationofSol
15637,Winnu
15674,EmiratesofHacan
15685,TitansofUl
15728,SardakkN'orr
15811,Winnu
15815,MentakCoalition
15821,Winnu
15842,GhostsofCreuss
15846,Winnu
15878,TitansofUl
16028,EmiratesofHacan
16071,XxchaKingdom
16097,XxchaKingdom
16113,SardakkN'orr
16150,SardakkN'orr
16151,Vuil'raithCabal
16156,NaazRokhaAlliance
16172,FederationofSol
16173,ClanofSaar
16232,GhostsofCreuss
16314,YssarilTribes
16322,TitansofUl
16404,SardakkN'orr
16407,NaaluCollective
16421,GhostsofCreuss
16439,ArgentFlight
16452,SardakkN'orr
16491,Nomad
16521,EmiratesofHacan
16530,XxchaKingdom
16538,NaaluCollective
16553,TitansofUl
16555,MentakCoalition
16627,NaazRokhaAlliance
16701,L1Z1XMindnet
16715,SardakkN'orr
16721,Empyrean
16738,XxchaKingdom
16780,EmbersofMuaat
16781,Nomad
16807,FederationofSol
16815,YinBrotherhood
16872,Arborec
16877,NekroVirus
16898,TitansofUl
16916,ClanofSaar
16926,ArgentFlight
16928,Arborec
16933,Arborec
16945,ArgentFlight
16954,MahactGeneSorcerers
16966,EmbersofMuaat
16967,ArgentFlight
16973,NaazRokhaAlliance
16982,BaronyofLetnev
17024,FederationofSol
17063,EmbersofMuaat
17067,EmiratesofHacan
17077,FederationofSol
17081,YinBrotherhood
17142,Vuil'raithCabal
17157,XxchaKingdom
17211,ClanofSaar
17248,UniversitiesofJolNar
17251,SardakkN'orr
17254,EmbersofMuaat
17285,FederationofSol
17339,TitansofUl
17408,BaronyofLetnev
17415,NaazRokhaAlliance
17434,NaazRokhaAlliance
17453,ClanofSaar
17455,ArgentFlight
17460,MahactGeneSorcerers
17475,YssarilTribes
17479,TitansofUl
17496,FederationofSol
17498,BaronyofLetnev
17547,FederationofSol
17561,ArgentFlight
17607,ArgentFlight
17624,NaazRokhaAlliance
17659,XxchaKingdom
17677,Vuil'raithCabal
17704,Nomad
17718,Arborec
17735,GhostsofCreuss
481,Vuil'raithCabal
1673,XxchaKingdom
2161,Empyrean
2222,FederationofSol
3543,Vuil'raithCabal
3874,TitansofUl
3932,KeleresXxcha
4173,Arborec
4244,MentakCoalition
4371,NaaluCollective
4445,BaronyofLetnev
4564,NaazRokhaAlliance
4567,Nomad
4587,EmbersofMuaat
4754,YssarilTribes
4884,ArgentFlight
4945,ClanofSaar
4977,NekroVirus
5153,SardakkN'orr
5274,YssarilTribes
5290,NaazRokhaAlliance
5312,Vuil'raithCabal
5511,NaazRokhaAlliance
5801,TitansofUl
5993,Winnu
6051,BaronyofLetnev
6066,EmbersofMuaat
6317,MahactGeneSorcerers
6419,TitansofUl
6421,Nomad
6573,TitansofUl
7090,Nomad
7470,MentakCoalition
7601,FederationofSol
7653,Empyrean
7725,ClanofSaar
7895,NaazRokhaAlliance
8223,EmbersofMuaat
8425,Nomad
8440,YinBrotherhood
8482,XxchaKingdom
8498,GhostsofCreuss
8506,ArgentFlight
8522,Winnu
8580,TitansofUl
8596,MentakCoalition
8606,NaaluCollective
8622,YssarilTribes
8751,NekroVirus
8823,ClanofSaar
8832,NaazRokhaAlliance
8849,YssarilTribes
8912,YinBrotherhood
8916,GhostsofCreuss
8948,GhostsofCreuss
8974,TitansofUl
9027,KeleresMentak
9083,Nomad
9162,L1Z1XMindnet
9165,ArgentFlight
9183,Arborec
9373,MentakCoalition
9516,NekroVirus
10397,Arborec
10483,NaazRokhaAlliance
10562,KeleresMentak
10612,TitansofUl
10685,NaazRokhaAlliance
10701,XxchaKingdom
10966,MahactGeneSorcerers
11005,GhostsofCreuss
11186,TitansofUl
11190,YinBrotherhood
11219,TitansofUl
11243,UniversitiesofJolNar
11630,Nomad
11638,TitansofUl
11669,NaazRokhaAlliance
11754,SardakkN'orr
11919,SardakkN'orr
12124,EmbersofMuaat
12221,FederationofSol
12502,Winnu
12546,ArgentFlight
12628,FederationofSol
12904,NaaluCollective
12995,Nomad
13029,YssarilTribes
13052,Vuil'raithCabal
13068,NaazRokhaAlliance
13069,BaronyofLetnev
13155,NaazRokhaAlliance
13667,NaazRokhaAlliance
7,UniversitiesofJolNar
1436,YssarilTribes
1628,MahactGeneSorcerers
1958,L1Z1XMindnet
2095,NaazRokhaAlliance
2189,Nomad
2413,UniversitiesofJolNar
2908,Arborec
3056,EmbersofMuaat
3209,Firmament
3239,RalNelConsortium
3256,KeleresArgent
3302,CrimsonRebellion
8818,FederationofSol
11934,EmiratesofHacan
12721,L1Z1XMindnet
12844,Winnu
12865,ClanofSaar
13034,BaronyofLetnev
13435,NaaluCollective
13448,Winnu
13527,NekroVirus
13631,FederationofSol
13892,FederationofSol
14218,YssarilTribes
14327,GhostsofCreuss
14339,MentakCoalition
14525,NekroVirus
14529,Arborec
14901,ClanofSaar
15207,SardakkN'orr
15467,YinBrotherhood
15486,XxchaKingdom
16035,Arborec
16144,Winnu
16303,GhostsofCreuss
16524,XxchaKingdom
16629,EmbersofMuaat
16707,NaaluCollective
16768,UniversitiesofJolNar
16806,NaaluCollective
17103,EmiratesofHacan
17197,GhostsofCreuss
17259,FederationofSol
17403,XxchaKingdom
17548,Winnu
17623,FederationofSol
17738,Arborec
18,IlNaViroset
73,SaintofSwords
296,IlSaiLakoeHeraldofThorns
330,ASickeningLurch
384,AvariceRex
392,RadiantAur
582,IlSaiLakoeHeraldofThorns
849,AvariceRex
965,ElNenJanovet
1008,ASickeningLurch
1082,ElNenJanovet
1617,IlSaiLakoeHeraldofThorns
2030,SaintofSwords
2078,RubyMonarch
2149,AvariceRex
2220,AvariceRex
2282,IlSaiLakoeHeraldofThorns
2354,RubyMonarch
2415,ASickeningLurch
2448,RadiantAur
2785,IlSaiLakoeHeraldofThorns
2915,IlNaViroset
3011,RadiantAur
3360,IlNaViroset
3477,ASickeningLurch
8,Winnu
26,TitansofUl
28,KeleresMentak
38,EmiratesofHacan
45,SardakkN'orr
106,DeepwroughtScholarate
114,YinBrotherhood
150,XxchaKingdom
207,TitansofUl
225,ClanofSaar
227,GhostsofCreuss
272,DeepwroughtScholarate
286,YinBrotherhood
303,L1Z1XMindnet
321,YinBrotherhood
365,Winnu
375,YinBrotherhood
395,UniversitiesofJolNar
411,UniversitiesofJolNar
437,EmbersofMuaat
442,NaazRokhaAlliance
444,ArgentFlight
469,KeleresMentak
493,Winnu
511,EmbersofMuaat
526,Arborec
572,GhostsofCreuss
633,XxchaKingdom
748,GhostsofCreuss
769,MahactGeneSorcerers
800,Vuil'raithCabal
801,Arborec
841,LastBastion
844,GhostsofCreuss
982,FederationofSol
1106,UniversitiesofJolNar
1126,YinBrotherhood
1166,FederationofSol
1196,YinBrotherhood
1225,Firmament
1272,Arborec
1297,XxchaKingdom
1300,EmbersofMuaat
1314,EmbersofMuaat
1378,RalNelConsortium
1381,ClanofSaar
1456,Winnu
1466,ArgentFlight
1574,KeleresMentak
1644,UniversitiesofJolNar
1667,MahactGeneSorcerers
1726,Vuil'raithCabal
1755,Empyrean
1760,Arborec
1773,SardakkN'orr
1778,YinBrotherhood
1855,DeepwroughtScholarate
1858,CrimsonRebellion
1942,FederationofSol
2037,NaazRokhaAlliance
2096,Arborec
2131,NaazRokhaAlliance
2166,NaazRokhaAlliance
2276,Firmament
2277,ArgentFlight
2322,FederationofSol
2350,LastBastion
2360,Vuil'raithCabal
2376,UniversitiesofJolNar
2416,MahactGeneSorcerers
2429,SardakkN'orr
2467,NaazRokhaAlliance
2490,NaazRokhaAlliance
2495,EmbersofMuaat
2573,LastBastion
2610,Vuil'raithCabal
2634,L1Z1XMindnet
2654,KeleresMentak
2686,FederationofSol
2717,Arborec
2720,FederationofSol
2721,YssarilTribes
2728,RalNelConsortium
2732,NaazRokhaAlliance
2783,TitansofUl
2801,Arborec
2873,LastBastion
2897,MentakCoalition
2958,CrimsonRebellion
2961,NaazRokhaAlliance
2984,NaazRokhaAlliance
2998,DeepwroughtScholarate
3031,DeepwroughtScholarate
3048,DeepwroughtScholarate
3058,EmbersofMuaat
3108,NaaluCollective
3240,YinBrotherhood
3340,DeepwroughtScholarate
3371,DeepwroughtScholarate
3537,CrimsonRebellion
30,UniversitiesofJolNar
32,ClanofSaar
85,CrimsonRebellion
172,EmbersofMuaat
339,Vuil'raithCabal
391,ElNenJanovet
429,KeleresXxcha
446,NaazRokhaAlliance
567,LastBastion
701,Winnu
824,RubyMonarch
850,ASickeningLurch
932,GhostsofCreuss
969,EmbersofMuaat
1254,RubyMonarch
1430,RadiantAur
1546,NaazRokhaAlliance
1730,SaintofSwords
1851,AvariceRex
1901,CrimsonRebellion
1907,LastBastion
1932,RadiantAur
1952,IlSaiLakoeHeraldofThorns
1984,EmbersofMuaat
2073,RalNelConsortium
2139,SardakkN'orr
2159,IlSaiLakoeHeraldofThorns
2204,ClanofSaar
2393,L1Z1XMindnet
2675,Vuil'raithCabal
2814,KeleresMentak
3043,NaazRokhaAlliance
3232,RalNelConsortium
3738,FederationofSol
4363,YinBrotherhood
4710,GhostsofCreuss
4718,NaazRokhaAlliance
4943,YssarilTribes
6325,EmbersofMuaat
6457,Winnu
6707,ClanofSaar
6919,EmiratesofHacan
7018,XxchaKingdom
7386,BaronyofLetnev
7423,NaazRokhaAlliance
7482,SardakkN'orr
8515,SardakkN'orr
8664,Arborec
9091,KeleresMentak
9137,Winnu
9528,NekroVirus
10072,YinBrotherhood
10960,EmiratesofHacan
11471,TitansofUl
12175,MahactGeneSorcerers
12325,YssarilTribes
12429,TitansofUl
12795,YinBrotherhood
13014,Vuil'raithCabal
13061,BaronyofLetnev
13127,BaronyofLetnev
13167,ArgentFlight
13498,GhostsofCreuss
13566,TitansofUl
14330,SardakkN'orr
14353,NekroVirus
14612,NekroVirus
14628,YssarilTribes
14909,L1Z1XMindnet
16123,EmbersofMuaat
16260,EmbersofMuaat
62,AvariceRex
155,SardakkN'orr
430,CrimsonRebellion
555,Vuil'raithCabal
953,Empyrean
984,LastBastion
1010,TitansofUl
1012,GhostsofCreuss
1061,LastBastion
1277,SardakkN'orr
1333,NaaluCollective
1512,FederationofSol
1557,EmiratesofHacan
1762,RalNelConsortium
2026,YssarilTribes
2341,GhostsofCreuss
2344,YinBrotherhood
2528,ASickeningLurch
3071,MentakCoalition
3236,Nomad
3260,CrimsonRebellion
3339,IlSaiLakoeHeraldofThorns
3396,BaronyofLetnev
3891,FederationofSol
4507,EmbersofMuaat
4880,NaaluCollective
5184,Winnu
6511,Empyrean
6944,BaronyofLetnev
6947,MahactGeneSorcerers
7165,MentakCoalition
9826,NekroVirus
9892,ArgentFlight
10140,YinBrotherhood
10203,ArgentFlight
11849,Vuil'raithCabal
11862,TitansofUl
11940,MentakCoalition
12185,XxchaKingdom
12250,NaazRokhaAlliance
12266,Arborec
12313,GhostsofCreuss
12743,NekroVirus
12994,BaronyofLetnev
13026,YssarilTribes
13383,Nomad
13712,ClanofSaar
13741,EmiratesofHacan
13949,MentakCoalition
13968,TitansofUl
13986,SardakkN'orr
14024,EmbersofMuaat
14048,NaaluCollective
14219,BaronyofLetnev
14231,NekroVirus
14425,Empyrean
14434,L1Z1XMindnet
14548,NaaluCollective
14986,GhostsofCreuss
15015,EmbersofMuaat
15093,YinBrotherhood
15335,NekroVirus
15671,NaazRokhaAlliance
15724,TitansofUl
15903,ClanofSaar
16092,TitansofUl
16200,ArgentFlight
16218,NaazRokhaAlliance
16230,TitansofUl
16289,GhostsofCreuss
16292,GhostsofCreuss
16408,Arborec
16420,TitansofUl
16506,NaazRokhaAlliance
16727,TitansofUl
16775,YssarilTribes
183,ArgentFlight
291,XxchaKingdom
468,EmbersofMuaat
1397,YinBrotherhood
1593,UniversitiesofJolNar
2132,Vuil'raithCabal
2257,Empyrean
2592,TitansofUl
3221,MentakCoalition
3770,Arborec
4093,XxchaKingdom
4212,TitansofUl
4229,EmbersofMuaat
4711,Vuil'raithCabal
4854,L1Z1XMindnet
4913,EmiratesofHacan
5525,SardakkN'orr
5769,SardakkN'orr
5778,Nomad
5805,NekroVirus
6097,YssarilTribes
6122,TitansofUl
6190,XxchaKingdom
6213,TitansofUl
6425,YinBrotherhood
6466,ArgentFlight
6770,UniversitiesofJolNar
6802,NaaluCollective
6819,EmiratesofHacan
6832,TitansofUl
6984,Vuil'raithCabal
6987,FederationofSol
7427,NaazRokhaAlliance
7471,NaazRokhaAlliance
7476,Winnu
7510,TitansofUl
7655,SardakkN'orr
7745,YinBrotherhood
8012,Empyrean
8033,YinBrotherhood
8146,SardakkN'orr
8302,MahactGeneSorcerers
8399,GhostsofCreuss
8819,NaazRokhaAlliance
8824,NekroVirus
8861,TitansofUl
8907,NaazRokhaAlliance
9049,MentakCoalition
9193,TitansofUl
9286,ArgentFlight
9770,MentakCoalition
10093,KeleresArgent
10101,EmiratesofHacan
10295,ArgentFlight
10445,YssarilTribes
10514,TitansofUl
10745,UniversitiesofJolNar
10807,YssarilTribes
11213,L1Z1XMindnet
11246,Vuil'raithCabal
11532,XxchaKingdom
